0,1,2,3,4,5,6,7,8,9,number_of_captions
g1_1016,植物にはたくさんの種類がある,植物の成長過程である。,花の構造と茎をそれぞれ並べている,,,,,,,3
g1_1107,葉の形態によって植物を分類する,葉の種類,樹木の葉の種類,,,,,,,3
g1_155,地球は真円ではなく、楕円形である。,地球の局地におけるオゾン層,惑星と地球の位置関係を表しています,,,,,,,3
g1_2437,この画像は蜂の生態について説明しています,昆虫と植物の図,植物に集まる虫が載っている,,,,,,,3
g1_3530,細胞と細かい説明,細胞が分解される,微生物は葉緑体などで構成されている,,,,,,,3
g1_3558,わからない,体の部位を使って何かを表現している,身体の部位が並んでいる,,,,,,,3
g1_4185,細かな石は粘土でひとつにまとまる,細胞同士がくっつきあって一つの塊となっている画像である,幾種類のパーツがひとまとまりになる。,,,,,,,3
g1_4365,果物の種類,それぞれの果物の英語はなんというかの説明,果物の名前を示している,,,,,,,3
g1_4443,葉っぱには数の違いがある,植物によって葉の付け方が異なる例,葉っぱの種類,,,,,,,3
g1_4490,髪の毛が成長する過程を断面で表現している。,細胞核の増大を時系列で表している画像である,わからない,,,,,,,3
g1_495,これは、クジラの食生活について表しており、クジラが食べるのはエビなどの甲殻類やプランクトンです。,海洋には鯨を頂点とした食物連鎖が存在する。,エビはプランクトンを捕食する、そのエビを捕食することにより鯨もプランクトンを体内に取り込む。,,,,,,,3
g1_523,月の過程,丸の中の色が変化している,地球から見る月の満ち欠けの仕組みについて,,,,,,,3
g1_935,様々な鳥たちの足の形に違いがある,鳥の顔と足の詳細を示している,これはそれぞれの鳥が持つ足について説明しているものである,,,,,,,3
g1_967,植物が生えている,枝葉の伸び方の差異,植物の種類,,,,,,,3
g2_1065,細胞にはミトコンドリアや核などがある。,真核細胞は細胞核と細胞小器官から成り立っている。,細胞の中がどのように出来ているのか。,,,,,,,3
g2_1093,植物が描かれた,植物の葉の付き方には互生や対生などがある。,植物の葉のつき方,,,,,,,3
g2_1223,細胞の各部位には名称がある,細胞が様々な小器官を内包している。,細胞の中にはあらゆるものが入って成り立っている。,,,,,,,3
g2_1227,わかりません,顕微鏡で見た人間の組織,細胞の個々の名称を表した図。,,,,,,,3
g2_1495,雨が降る仕組みについての説明です,雪が降る仕組みを表す,水は地球上でサイクルしている。,,,,,,,3
g2_150,地球と月の自転、公転関係について図示されている,地球の周りを月がまわっている。,地球は自転しつつ、月は公転している,,,,,,,3
g2_1511,分子の結合の説明しています。,分子のプラス・マイナスを表しています,マイナス原子の内側に、プラス原子が集まっている,,,,,,,3
g2_1541,電球は電流を正確に流すと灯る,電池の直列と並列の違いを表している,直列回路と並列回路の比較,,,,,,,3
g2_1592,電池回路の順番,電気の回路図を表現している,スイッチが切られた状態では電気が流れず電気抵抗は発生しない。,,,,,,,3
g2_1647,目の写り方を説明しています。,懐中電灯の光が広がる仕組み。,太陽光を虫眼鏡を使って紙を燃やした,,,,,,,3
g2_1652,このモデルは、太陽と地球と月の位置関係と見え方を理解するのに役立てられる。,光の量が調節される,影は場所により濃さが変わる,,,,,,,3
g2_174,地層の中心が与える影響が説明されたものである,核が全方位にエネルギーを放出した,地面が割れる,,,,,,,3
g2_2360,植物が成長する。,植物は成長し、種子を虫に運んでもらって種を増やしていく。,植物の成長を記録した,,,,,,,3
g2_2602,地球が多方面に矢印を発しており、その右側には細胞がある。,細胞の作りを地球で例えている,地球の重力は月の重力の影響を受ける,,,,,,,3
g2_2754,地球の太陽光が当たっている場所と当たっていない場所でどれくらい明るさが違うか説明している,太陽の光が地球の地表にあたる部分が昼であり、そうでない部分が夜である。,地球と太陽の関係,,,,,,,3
g2_2793,山が出来る過程,大地の熱などの吸収と発散,地球の内部が膨張している,,,,,,,3
g2_2872,髪の毛がどのようにはえるか説明しています,毛根の仕組みと毛根付近の構造図,生命の毛根から皮膚の中までの様子を表している,,,,,,,3
g2_2885,ミトコンドリアが模式図になっている,豆を切ったらこうなっていた,豆が割れている,,,,,,,3
g2_2902,植物の断面図,ある植物の断面,緑の板状のものが連なっていて、それが覆われている,,,,,,,3
g2_2932,植物はどのように葉を成長させていくのか,葉脈が広がっている,葉の葉脈はここです,,,,,,,3
g2_2966,太陽の各パーツの名称です,構造が分解される,6つの異なる大きさの円が重なっている,,,,,,,3
g2_3028,雌しべと雄しべの説明,花の仕組みと名称について表している,花を詳しく表した時の説明をしている,,,,,,,3
g2_3090,細胞の内部構造が図解されている。,核やミトコンドリアなど細胞の仕組み,植物細胞の構造図,,,,,,,3
g2_3100,緑の点が長方形に囲まれた周りを回っている,細胞のような長方形の中には、外枠に沿って緑の楕円が無数にある,植物の細胞,,,,,,,3
g2_3232,半断面図を用いて緑色の生物の構成を説明している。,ある細胞を3Dに、色分けしたものである,植物細胞は複数の器官で成り立っている,,,,,,,3
g2_3247,細胞の構造,腹部の断面図が描かれている。,何かの細胞を断面から見た状態,,,,,,,3
g2_3299,中心に核があり、周りに微生物がいます,動物の細胞が拡大されている,プランクトンの正体,,,,,,,3
g2_3312,微生物の種類や名前を表している,動物細胞の構造を示している,微生物の詳細,,,,,,,3
g2_3313,生物の授業で習うような細胞の核が説明されいる,細胞の構造を表しています,身体の様子,,,,,,,3
g2_3335,海底の地層やバクテリアの種類など。,動物の細胞には、細胞核がある。,これは細胞の断面図です。,,,,,,,3
g2_3338,単細胞の生態はどうなっているのか,細胞が分裂している。,細胞内の各部を説明するための図です。細胞内の各部が図示されえいてそれぞれに説明書が矢印で示されているいます。,,,,,,,3
g2_3431,花の各部分を説明しています。,花の断面図,茎とガクは緑色、花びらピンク色で、全体的に線がカクカクしています。,,,,,,,3
g2_3490,各器官の名称を説明しています,ミトコンドリアの体内には様々な器官があります。,ミトコンドリアのような単細胞生物における細胞の部位と役割を示している。,,,,,,,3
g2_3520,植物の細胞のなかみ,細胞が断面された時の構造,植物の茎の中身の細胞,,,,,,,3
g2_3543,細胞の解説,ミトコンドリアの構造を示している,動物の細胞を断面から見た状態,,,,,,,3
g2_3619,細胞から新たな細胞が生み出されようとしている。,細胞内には、様々な組織がある。,細胞分裂の様子,,,,,,,3
g2_3675,人体の仕組み,人の臓器の説明です,人間の内臓器官を説明した図である。,,,,,,,3
g2_3723,人間は食べた物を消化するため、長い消化管を持つ。,食べ物が内臓を流れていく過程,人の内臓を示している,,,,,,,3
g2_3726,人間の体にある臓器の名称,人間の臓器のなかには消化器系がある,人間の内部の部位の名称を載せている,,,,,,,3
g2_3743,口から腸までの内部が描かれている,人間の消化器系が、図で示されている。,人の消化器官には口や食道、胃や小腸などがある。,,,,,,,3
g2_3816,豆を半分にした,微生物または人体の器官の断面図,米の構造を示している,,,,,,,3
g2_3838,葉っぱの根本から葉先までの構造,植物の葉には、葉脈がある。,葉の部位,,,,,,,3
g2_3848,細胞はどのように成り立っているかわかりやすくする為、各部位名称を記載している。,細胞の拡大図。,人の皮膚の構造,,,,,,,3
g2_3855,器官の説明をしています,葉の断面図で各細胞の名前が示されている,何かの細胞についての図解説明,,,,,,,3
g2_3879,太い茎の植物は毛のような葉っぱが生える,わからない,茎から花弁が広がっている。,,,,,,,3
g2_3889,タラの芽の部位,つくしの部位を表現,芽の構造と各部位の名称,,,,,,,3
g2_3897,木の枝についている葉,植物がいくつも枝分かれしている。,一つの植物の基本的な器官の紹介だ。,,,,,,,3
g2_390,動物の細胞と植物の細胞をみくらべている図,プランクトンの種類を表している,単細胞生物と多細胞生物の細胞を教えている,,,,,,,3
g2_3939,エシャロットが模写されている,玉ねぎの場所の名前,球根から出た茎が枯れてしまった。,,,,,,,3
g2_4002,骨は真ん中に芯がある,細胞の各部名称。,ウイルスには核がある。,,,,,,,3
g2_4004,地球の中心には核というものがある。,5層になった円形に矢印が刺されている,地球の核を表しています,,,,,,,3
g2_4035,地球の断面図が描かれており、地殻がどのような動きをしているかが示されている。,惑星か何かの天体の断面図。,惑星の内部構造が地表に与える影響,,,,,,,3
g2_4247,ゴミ箱,わからない。,肥料が作られている,,,,,,,3
g2_4267,土は植物の下に存在する,地層ごとの名称や説明である。,草が生えている地表の下には、粘土質の層や岩石の層などがある,,,,,,,3
g2_4350,魚類の骨格,大昔の生物たちが並んでいる。,節足動物の種類が紹介されている。,,,,,,,3
g2_4376,様々な鳥の足の形が描かれている。,指先や爪の形の名称,いろんな鳥の爪を購入して美味しいスープを作った,,,,,,,3
g2_4417,これは様々な葉脈の数の様子だ。,多数ある葉の形状の中の4つです。,様々な葉っぱの模様の対比,,,,,,,3
g2_4481,何かの植物の部分ごとの細かい形状,植物の色んな部分を紹介している,球根は植物が育つうえで必要である,,,,,,,3
g2_4515,木の様々な成長を説明している。,二種類の植物がそれぞれ緑色の葉を繁らせている。,植物の種類を説明している,,,,,,,3
g2_4592,昆虫の変態を示している,虫のオスメスの見た目の違い,これはある虫の成長過程だ。,,,,,,,3
g2_4595,石が、無造作に並べられている。,4種類の岩石が並んでいる,石から時代が読み取れる,,,,,,,3
g2_4646,昆虫を上から横から見た図、頭部の図の各部名称。,虫類の部位を説明している,ムカデは、体に毒針を持っています。,,,,,,,3
g2_4734,木の葉には、多くの種類があり形や大きさがそれぞれの種類で異なる。,色々な葉を説明している,植物の葉の大きさが比べられている,,,,,,,3
g2_4770,赤い実をつけた植物が違う植物に挿し木されている。,この植物は幹から枝分かれして成長していく。,植物の種子,,,,,,,3
g2_4792,それぞれの葉の構造や表面の違い,シダは、葉の裏に胞子のうがあります。,自然にはいろんな種類がある,,,,,,,3
g2_4858,火山の断面図,噴火した活火山の断面である,地中にあるマグマが噴き出すことが噴火である。,,,,,,,3
g2_4883,マグマを示している,エネルギーの方向,マグマは、火山の下に溜まっている。,,,,,,,3
g2_8,根から植物が生えている絵が3種類断面的に描かれている。,植物の根の生え方の違いが分かる,植物の根と葉の伸び方の違いを表している。,,,,,,,3
g3_100,卵がかえると幼虫になり、幼虫が成虫になり、成虫が卵を産み、それが繰り返される。,トンボの成長記録だ,蜻蛉のサイクル,,,,,,,3
g3_1449,真ん中に太陽の絵があってその周りに丸いものが線に繋がって描かれている。,地球は太陽の周りを回っている。,太陽とその周辺,,,,,,,3
g3_1528,わからない,地球の仕組み,恒星の周りの惑星の軌道と惑星同士がぶつかった時の軌道,,,,,,,3
g3_1867,餌になるものを示している,植物はそれぞれ色々なルートで渡っていく。,生物（命）が循環している。,,,,,,,3
g3_2174,クラゲの成長のサイクル,クラゲのライフサイクルが、矢印を使って示されている。,クラゲの一生,,,,,,,3
g3_2232,寄生虫と宿主の関係です,共生関係を表しています,寄生虫はナメクジなどに寄生し、そのなめくじが動物に寄生する,,,,,,,3
g3_2233,得体の知れない何かは一度くっ付き、大きな塊になった後、分裂をしたりして繰り返す,海洋生物が次々に分裂していく。,細菌の増え方,,,,,,,3
g3_2238,バッタは、成虫が卵を産み、卵から成虫をそのまま小さくしたバッタが生まれ、そのバッタが徐々に大きくなっていく。,卵から産まれたバッタは成長して卵を産む,バッタは成長と共に体が大きくなりメスは成虫になるとお尻の部分から卵を産む,,,,,,,3
g3_2329,菌が成長している。,胞子生物は成長して胞子からまた大きくなる,植物の受粉の流れを表している図,,,,,,,3
g3_2501,寄生虫が媒介されている,水鳥の進化が描かれている,鴨が成長する,,,,,,,3
g3_2579,時点と公転のサイクルについて,地球の公転について図で表している,太陽と月の関係性です,,,,,,,3
g3_2613,太陽と地球の自転,地上からの月の見え方を太陽との位置関係を用いて説明している,月の位置によって地球から見える月の見え方は違います,,,,,,,3
g3_2654,惑星には公転によって季節の違いがある,惑星は太陽を中心に周る,天体が太陽の周りを回っている,,,,,,,3
g3_2698,地球と八方向の月に太陽光が当たり影になっている,月の生態はどうなっているのか,地球と月と太陽光の関係が説明されている。,,,,,,,3
g3_2699,地球の周りには沢山の星がある。,太陽と地球の軌道が分かる,地球から見える月の形,,,,,,,3
g3_2702,太陽の動きによって陽が当たる角度の関係図,月が回っている,地球における月の見え方を考察するための資料であり、右から太陽光線を受けて月の光る部分を図から表すことができる。,,,,,,,3
g3_4182,石の硬さを表している,岩石が変化する様子の説明図,鉱物の加工過程を紹介している,,,,,,,3
g3_444,生き物が何を食べているか,食物の連鎖により海洋生物は密接な関係がある,自然から生命まで受け継がれている,,,,,,,3
g3_755,月は地球の周りをまわっている,地球から見た月の見え方は場所によって異なる,地球と月と太陽の関係を示している図です。右側に沢山ある矢印は太陽光を表現していて地球を中心にして月の位置の変化と月の位置を表しています。,,,,,,,3
g3_771,青い惑星を公転する惑星（衛星）について、公転方向と満ち欠けを合わせて説明している。,地球の周りを月は同じ向きで回っている。,太陽からの光が地球のどの部分に当たるかを示している,,,,,,,3
g3_835,虫の一生と形態、そして成虫が産卵することを示している。,蛾の様な昆虫の卵から成虫までのサイクル図,蛾と思われるものの、卵から幼虫、サナギ、成虫への流れ,,,,,,,3
g4_2087,食物連鎖を示している,動物が食べるものが紹介された,よくわかりません。,,,,,,,3
g4_2266,くらげの成長過程,生物の受精卵が成体になるまでの発育過程が示されている。,クラゲが卵から孵化して成長していく過程を示している,,,,,,,3
g4_2615,分からない,地球と月は互いに影響を受けている,月が地球の周りをまわっている,,,,,,,3
g4_2829,生物の進化の分岐を表している,何を表しているのか全く分からない。,芋虫の生態,,,,,,,3
g4_3972,花の種が切り取られている。,植物の種は色々なものでてきている,種子や葉っぱが切断されている,,,,,,,3
g4_4173,石が出来る場所と流れを表しています,矢印がたくさんあり、循環するようにつながっている。,鉱物がどのように変化していくか,,,,,,,3
